time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first_loss,last_loss,test_loss,sub_score,train_ration,total_params
2026-09-22 11:37:47,keras51_augment1_fashion.py,"(100000, 28, 28, 1)",0,sequential,Conv2D 32[3x3](relu) -> Dropout (0.2) -> Conv2D 64[3x3](relu) -> Dropout (0.3) -> Conv2D 128[2x2](relu) -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> 32[2x2](relu) -> Dropout (0.2) -> Flatten 14112 -> Dense 64(relu) -> Dropout (0.2) -> Dense 16(relu) -> 10(softmax),categorical_crossentropy,Adam,30,256,312.5421,0.7371604442596436,0.6516735553741455,"[0.24005360901355743, 0.9132000207901001]",0.9132,0,997210
2026-09-22 12:00:46,keras51_augment1_fashion.py,"(100000, 28, 28, 1)",0,sequential,Conv2D 32[3x3](relu) -> Dropout (0.2) -> Conv2D 64[3x3](relu) -> Dropout (0.3) -> Conv2D 128[2x2](relu) -> MaxPooling2D 128 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> 32[2x2](relu) -> Dropout (0.2) -> GlobalAveragePooling2D 32 -> Dense 64(relu) -> Dropout (0.2) -> Dense 16(relu) -> 10(softmax),categorical_crossentropy,Adam,167,256,1199.0254,1.0599175691604614,0.3107353150844574,0.22529476881027222,0.9229999780654907,0,96090
