time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first_loss,last_loss,test_loss,sub_score,train_ration,total_params
2026-09-21 10:41:47,keras47_01_load_npy_horse.py,"(821, 200, 200, 3)",0,sequential,Conv2D 32[4x4](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> GlobalAveragePooling2D 64 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 2(softmax),categorical_crossentropy,Adam,77,16,107.592,0.6907258033752441,0.024825939908623695,0.011841611005365849,1.0,0,39274
2026-09-21 13:44:12,keras47_01_load_npy_horse.py,"(821, 200, 200, 3)",0,sequential,Conv2D 32[4x4](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> GlobalAveragePooling2D 64 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 2(softmax),categorical_crossentropy,Adam,107,16,136.372,0.6922595500946045,0.030390072613954544,0.021187076345086098,0.9951456189155579,0,39274
