time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,learning_rate,epochs,batch_size,train_second,first_loss,last_loss,test_loss,sub_score,train_ration,total_params
2026-09-23 09:50:12,keras52_optimizer01_california,"(10320, 8)",0,sequential,Dense 16 -> Dropout (0.2) -> Dense 12 -> Dropout (0.3) -> Dense 8 -> Dropout (0.5) -> Dense 1,mse,Adam,,69,32,54.663,3.416181802749634,0.6442826390266418,0.524764895439148,0.5971059778376258,0,461
2026-09-23 11:38:55,keras53_ReduceLR01_california.py,"(10320, 8)",0,sequential,Dense 16 -> Dropout (0.2) -> Dense 12 -> Dropout (0.3) -> Dense 8 -> Dropout (0.5) -> Dense 1,mse,Adam,0.0024999999441206455,50,256,7.084,1.9286473989486694,0.7173527479171753,0.6984168887138367,0.46378280838113073,0,461
2026-09-23 11:40:21,keras53_ReduceLR01_california.py,"(10320, 8)",0,sequential,Dense 16(relu) -> Dropout (0.2) -> Dense 12(relu) -> Dropout (0.3) -> Dense 8 -> Dropout (0.5) -> Dense 1,mse,Adam,0.0024999999441206455,60,256,8.536,1.029502272605896,0.42475003004074097,0.4096778929233551,0.685465201354416,0,461
2026-09-23 11:42:29,keras53_ReduceLR01_california.py,"(10320, 8)",0,sequential,Dense 16(relu) -> Dropout (0.2) -> Dense 12(relu) -> Dropout (0.3) -> Dense 8 -> Dropout (0.5) -> Dense 1,mse,Adam,0.0003124999930150807,60,256,8.404,0.8760550022125244,0.4314773976802826,0.42770862579345703,0.6716220553711546,0,461
