time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first_loss,last_loss,test_loss,sub_score,train_ration,total_params
2026-09-18 17:23:56,keras44_ImageDataGenerator3_CatDog.py,"(8005, 200, 200, 3)",0,sequential,Conv2D 32[3x3](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 32[2x2](relu) -> MaxPooling2D 32 -> Dropout (0.3) -> GlobalAveragePooling2D 32 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 1(sigmoid),binary_crossentropy,Adam,5,4,143.403,0.6915427446365356,0.5873829126358032,0.5954608917236328,0.686109721660614,0,45793
2026-09-18 18:07:16,keras45_04_catdog_load_npy.py,"(8005, 200, 200, 3)",0,sequential,Conv2D 32[4x4](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> GlobalAveragePooling2D 64 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 1(sigmoid),binary_crossentropy,Adam,87,16,1214.127,0.7096272110939026,0.4870205521583557,0.39408618211746216,0.8314384818077087,0,39265
