time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first_loss,last_loss,test_loss,sub_score,train_ration,total_params
2026-09-21 11:09:45,keras47_02_load_npy_rps.py,"(1638, 200, 200, 3)",0,sequential,Conv2D 32[4x4](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> GlobalAveragePooling2D 64 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 3(softmax),categorical_crossentropy,Adam,123,16,309.465,1.031387209892273,0.006539639085531235,0.00119670364074409,1.0,0,39283
2026-09-21 11:25:58,keras47_02_load_npy_rps.py,"(1638, 200, 200, 3)",0,sequential,Conv2D 32[4x4](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> GlobalAveragePooling2D 64 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 3(softmax),categorical_crossentropy,Adam,156,16,469.063,1.0144715309143066,0.0016479864716529846,0.0006273803301155567,1.0,0,39283
