time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first_loss,last_loss,test_loss,sub_score,train_ration,total_params
2026-09-21 15:35:15,keras47_03_load_npy_men_women.py,"(8000, 200, 200, 3)",0,sequential,Conv2D 32[3x3](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 32[2x2](relu) -> MaxPooling2D 32 -> Dropout (0.3) -> GlobalAveragePooling2D 32 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 1(sigmoid),binary_crossentropy,Adam,97,8,1565.174,0.647835373878479,0.3093522787094116,0.31910523772239685,0.8619999885559082,0,45793
2026-09-21 15:48:51,keras47_03_load_npy_men_women.py,"(8000, 200, 200, 3)",0,sequential,Conv2D 32[3x3](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 32[2x2](relu) -> MaxPooling2D 32 -> Dropout (0.3) -> Flatten 3872 -> Dense 32(relu) -> Dropout (0.2) -> Dense 16(relu) -> 8(relu) -> 1(sigmoid),binary_crossentropy,Adam,39,16,495.958,0.5001432299613953,0.35114532709121704,0.3448413014411926,0.8659999966621399,0,168673
2026-09-21 16:01:30,keras47_03_load_npy_men_women.py,"(8000, 200, 200, 3)",0,sequential,Conv2D 32[3x3](relu) -> 64[3x3](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.2) -> Conv2D 64[2x2](relu) -> MaxPooling2D 64 -> Dropout (0.3) -> Conv2D 128[2x2](relu) -> Dropout (0.3) -> Conv2D 128[2x2](relu) -> Flatten 56448 -> Dense 64(relu) -> Dropout (0.2) -> Dense 32(relu) -> 8(relu) -> 1(sigmoid),binary_crossentropy,Adam,28,16,475.294,0.4859565794467926,0.7351991534233093,0.4117371737957001,0.8169999718666077,0,3765937
